"","State","Year","Month","avg_temp","max_temp","drought_severity","avg_precip","total_fires","total_acres_burned"
"11330","WA",1998,6,58.8,69.9,-0.58,1.61,34,17246
"11331","WA",1998,7,69,81.8,-0.36,1.07,245,48170.1
"11332","WA",1998,8,66.8,81.2,-0.97,0.21,199,29872.8
"11333","WA",1998,9,62.2,76,-1.72,0.66,112,1319.2
"11334","WA",1998,10,47,57.1,-2.02,2.76,45,669.2
"11335","WA",1998,11,39.6,44.9,1.12,10.04,14,8502.3
"11336","WA",1999,1,34.3,39.5,2.32,7.53,1,0.1
"11337","WA",1999,2,35,41.3,3.93,9.93,2,1.6
"11338","WA",1999,3,38.6,47.3,3.59,4.51,8,710.1
"11339","WA",1999,4,43.7,55.6,2.66,1.46,35,1095.5
"11340","WA",1999,5,48.5,59.9,2.7,2.5,28,31.3
"11341","WA",1999,6,56,66.8,2.52,1.86,48,583.3
"11342","WA",1999,7,62,75.3,2.62,0.98,141,4041.86
"11343","WA",1999,8,65.6,78,2.62,1.31,282,7522.80000000001
"11344","WA",1999,9,57.1,71.2,-0.74,0.36,77,8706.61
"11345","WA",1999,10,46.7,57.4,-0.77,3.49,47,127
"11346","WA",1999,11,41.1,47.4,-0.13,8.24,11,348
"11347","WA",2000,3,39.1,47.8,-0.38,3.94,11,85.6
"11348","WA",2000,4,47.8,59.3,-0.74,2.29,25,180.5
"11349","WA",2000,5,51.1,61.6,0.46,3.06,16,1956.6
"11350","WA",2000,6,58.5,70.6,0.56,2.14,59,12962.8
"11351","WA",2000,7,63.5,76.7,0.65,0.68,211,179242.9
"11352","WA",2000,8,63.4,77.2,-0.33,0.4,147,79465.7000000001
"11353","WA",2000,9,56.3,67.8,-0.27,1.97,61,2445.9
"11354","WA",2000,10,46.8,56.6,-0.57,2.93,28,297.9
"11355","WA",2000,11,32.6,39.2,-1.33,3.02,5,1.1
"11356","WA",2001,2,32.1,39.9,-3.58,2.08,1,0.1
"11357","WA",2001,3,40,49.5,-3.59,3.56,23,691
"11358","WA",2001,4,43.5,53.4,0.28,3.26,17,488.7
"11359","WA",2001,5,53.1,66,0.06,1.92,38,1247.5
"11360","WA",2001,6,55.6,66.9,0.42,2.48,48,5058.5
"11361","WA",2001,7,63.4,76.3,0.48,0.73,173,29725.8
"11362","WA",2001,8,66,79.3,0.62,1.43,139,21380.7
"11363","WA",2001,9,59.8,72.6,-0.64,0.79,65,85800.7000000001
"11364","WA",2001,10,45.7,54.9,0.31,4.6,28,14275.6
"11365","WA",2001,11,39.7,45.9,0.74,7.67,8,55933.7
"11366","WA",2002,3,35.6,43.6,1.01,4.46,7,86.4
"11367","WA",2002,4,44.7,55.2,1.11,3.23,19,24.4
"11368","WA",2002,5,49.7,60.5,0.02,2,20,1582.5
"11369","WA",2002,6,59.5,71.9,-0.08,1.81,42,682.5
"11370","WA",2002,7,66.1,79.9,-0.29,0.55,231,13797.7
"11371","WA",2002,8,63.6,77.5,-0.82,0.31,224,6925.17000000001
"11372","WA",2002,9,57.5,70.6,-1.35,0.79,85,5002.4
"11373","WA",2002,10,45.5,57.2,-2.4,0.64,58,44230.3
"11374","WA",2002,11,39.2,46.8,-2.96,3.8,25,12210.6
"11375","WA",2003,1,36.1,41.1,0.7,8.26,2,0.2
"11376","WA",2003,2,35.4,43.6,-0.86,2.49,2,0.2
"11377","WA",2003,3,41,49,1,7.09,7,34.3
"11378","WA",2003,4,44.6,54,1.39,3.84,5,6.5
"11379","WA",2003,5,51.3,62.4,-0.31,1.48,21,62.5
"11380","WA",2003,6,60.8,73.9,-1.1,0.52,66,4946.95
"11381","WA",2003,7,67.5,82.7,-2.08,0.14,181,43802.4
"11382","WA",2003,8,65.9,80.2,-2.74,0.29,238,11201.76
"11383","WA",2003,9,60,73,-2.99,1.23,59,6141.90000000001
"11384","WA",2003,10,50.6,60.6,-2,6.32,51,113835.4
"11385","WA",2003,11,33.3,40.8,-1.58,6.3,6,4806.7
"11386","WA",2003,12,31.6,36.5,-1.8,5.51,1,0.1
"11387","WA",2004,2,35.1,42,-2.02,3.2,1,0.5
"11388","WA",2004,3,42.9,53,-2.45,3.23,19,122.5
"11389","WA",2004,4,48.6,61.2,-3.08,1.35,25,283.5
"11390","WA",2004,5,52.4,63,-2.44,3.06,57,280
"11391","WA",2004,6,60.4,72.8,-2.39,1.63,161,1848.41
"11392","WA",2004,7,67.3,80.9,-2.57,0.4,215,10342.87
"11393","WA",2004,8,67,79.2,-1.39,3.21,291,6651.31000000002
"11394","WA",2004,9,56.1,66.7,-0.8,2.81,47,17557.2
"11395","WA",2004,10,48.5,58,-0.76,3.81,26,47799.71
"11396","WA",2004,11,38.1,45.3,-1.39,3.79,6,21.6
"11397","WA",2004,12,34.5,39.9,-1.89,4.96,1,0.1
"11398","WA",2005,2,35.8,46.5,-3.29,1.11,17,76.87
"11399","WA",2005,3,42.7,52.8,-3.11,4.39,55,199.5
"11400","WA",2005,4,46.3,56.8,0.18,3.37,38,88.67
"11401","WA",2005,5,54.7,65.3,0.72,3.64,40,52.03
"11402","WA",2005,6,57,67.8,0.8,2.03,100,6534.66
"11403","WA",2005,7,65,78.8,1.12,1.09,191,22399.3999999999
"11404","WA",2005,8,65.8,80.3,0.74,0.49,325,20247.3799999999
"11405","WA",2005,9,55.7,68.1,0.52,1.59,137,1469.54
"11406","WA",2005,10,48.4,56.9,0.53,4.15,38,54113.4
"11407","WA",2005,11,35.7,41.5,0.35,5.48,2,70
"11408","WA",2005,12,29.4,34.9,0.34,6.72,3,0.61
"11409","WA",2006,2,32.8,41.2,-0.39,3.57,10,87.3
"11410","WA",2006,3,38.8,47.4,-0.7,3.48,6,15
"11411","WA",2006,4,45.7,56.3,-0.62,2.93,12,153.5
"11412","WA",2006,5,53,65.2,-0.53,2.37,48,475.01
"11413","WA",2006,6,59.8,71.6,-0.36,2.23,41,1112
"11414","WA",2006,7,67.5,81.5,-0.58,0.38,250,9192.75
"11415","WA",2006,8,64.2,78.6,-1.21,0.18,172,10078.58
"11416","WA",2006,9,58.8,72.1,-1.58,1.17,81,3998.56
"11417","WA",2006,10,47,57.6,-2.24,1.81,47,125761.78
"11418","WA",2006,11,36.1,42.3,2.24,13.51,10,237931.3
"11419","WA",2006,12,30.5,36,2.08,6.85,1,50
"11420","WA",2007,1,28.6,35.2,-0.28,5.11,3,11791.35
"11421","WA",2007,2,35.6,41.7,-0.35,4.61,1,0.1
"11422","WA",2007,3,41.5,50.3,-0.08,5.26,29,302.8
"11423","WA",2007,4,44.9,55.2,-0.39,2.13,51,284.67
"11424","WA",2007,5,52.9,65.6,-0.77,1.42,109,639.160000000001
"11425","WA",2007,6,57.5,69,-0.85,1.68,169,1497.8
"11426","WA",2007,7,68.1,81.5,-0.94,1.06,443,94205.4500000002
"11427","WA",2007,8,63.3,76.4,-1.2,0.7,213,91064.29
"11428","WA",2007,9,56.7,68.9,-1.35,1.43,137,45384.42
"11429","WA",2007,10,45.6,54.8,-1.13,4.06,23,119.79
"11430","WA",2007,11,36.4,43.6,-1.61,3.97,20,488.97
"11431","WA",2007,12,30.4,35.7,-0.71,8.81,1,0.1
"11432","WA",2008,2,35.4,42.8,-1.09,3.65,3,1.4
"11433","WA",2008,3,37,45.7,-1.03,4.03,11,153.61
"11434","WA",2008,4,40.8,51.3,-0.95,2.29,34,120.01
"11435","WA",2008,5,53.1,64.2,-1.2,1.58,90,1627.29
"11436","WA",2008,6,56.2,68,-1.07,1.88,113,6174.89000000001
"11437","WA",2008,7,64.4,78.1,-1.27,0.48,464,32248.4199999998
"11438","WA",2008,8,64,76.6,-0.67,2.13,479,41828.2799999999
"11439","WA",2008,9,57.8,71,-1.25,0.65,142,19639.1499999999
"11440","WA",2008,10,46.6,56.8,-1.67,2.36,83,1734.65
"11441","WA",2008,11,40.2,46.5,-1.37,6.84,63,449.77
"11442","WA",2008,12,26.2,32.2,-1.56,5.71,4,310.85
"11443","WA",2009,1,30.1,36.2,-1.35,6.23,1,15
"11444","WA",2009,2,33.1,40.5,-2.19,1.98,6,64.11
"11445","WA",2009,3,35.3,43.5,-1.59,4.89,15,76.2
"11446","WA",2009,4,44.1,55.2,-1.46,2.66,56,137.29
"11447","WA",2009,5,52.3,64.8,-0.88,3.12,57,86.2
"11448","WA",2009,6,59.9,72,-1.27,0.96,233,1504.92
"11449","WA",2009,7,67.5,81.6,-1.44,0.66,695,2379.94
"11450","WA",2009,8,65.4,78.2,-1.63,0.86,511,62477.83
"11451","WA",2009,9,59.9,73.1,-1.75,1.65,262,8821.42000000004
"11452","WA",2009,10,44.2,53,0.68,5.57,126,9299.45000000001
"11453","WA",2009,11,38,44.6,1.22,7.93,28,1587.93
"11454","WA",2009,12,26.6,32.8,-1.12,3.39,7,609.8
"11455","WA",2010,1,36.3,41.1,-1.05,6.24,2,0.76
"11456","WA",2010,2,38.5,45.6,-1.58,3.38,3,0.51
"11457","WA",2010,3,40.9,50.8,-1.77,3.72,10,188.2
"11458","WA",2010,4,44.6,54.2,0.59,4.04,25,47.47
"11459","WA",2010,5,48.7,59,1.69,4.28,50,86.16
"11460","WA",2010,6,55.9,66.2,2.32,3.28,52,841.74
"11461","WA",2010,7,64.2,77.8,2.32,0.41,287,12082.19
"11462","WA",2010,8,63.5,76.4,2.1,0.74,448,41125.99
"11463","WA",2010,9,57.1,67.1,2.65,3.46,120,35273.1199999999
"11464","WA",2010,10,48.6,58,2.66,4.29,35,1199.2
"11465","WA",2010,11,34.8,41.1,2.41,5.78,12,199.36
"11466","WA",2010,12,31.9,36.9,2.52,7.7,1,0.1
"11467","WA",2011,1,32.1,37.9,2.39,6.53,1,0.8
"11468","WA",2011,2,31.1,38.6,1.97,4.09,2,221
"11469","WA",2011,3,38.4,45.9,3.17,7.81,8,74.5
"11470","WA",2011,4,40.2,49.5,3.96,4.67,26,68.73
"11471","WA",2011,5,48.6,58.8,4.63,4.09,28,25.92
"11472","WA",2011,6,55.5,66.1,4.07,1.44,63,1250.14
"11473","WA",2011,7,61,73.5,3.97,1.06,268,4019.25
"11474","WA",2011,8,64.9,78.6,-0.35,0.2,315,20321.8899999999
"11475","WA",2011,9,61,74.5,-0.77,1.29,233,11057.38
"11476","WA",2011,10,47.2,55.4,-0.9,3.34,47,1488.24
"11477","WA",2011,11,35.3,43.1,-0.76,6.1,28,80.64
"11478","WA",2011,12,31,37.6,-1.86,3.2,7,4.46
"11479","WA",2012,1,30.7,37.5,0.08,6.35,1,100
"11480","WA",2012,2,34.5,41.4,0.06,4.76,8,5.3
"11481","WA",2012,3,37.6,45.7,1.52,7.87,13,472.3
"11482","WA",2012,4,46,56.4,1.82,3.93,64,1499.37
"11483","WA",2012,5,50.9,62.4,1.74,2.31,80,327.48
"11484","WA",2012,6,55,65.1,2.69,3.93,94,1614.91
"11485","WA",2012,7,65.2,77.9,3.25,1.43,327,10165.03
"11486","WA",2012,8,66.2,80.6,2.79,0.1,296,21486.9599999999
"11487","WA",2012,9,59.7,73.9,1.57,0.16,334,46929.1799999999
"11488","WA",2012,10,47.4,57,2.34,6.47,175,150754.94
"11489","WA",2012,11,39,44.7,2.51,7.31,16,6534.64
"11490","WA",2013,1,29.1,34.6,-0.62,3.97,1,0.1
"11491","WA",2013,3,40.2,49.5,-1.49,3.75,10,104.1
"11492","WA",2013,4,44.7,54.8,0.67,4.23,26,112.24
"11493","WA",2013,5,53.5,65,0.92,3.01,85,692.11
"11494","WA",2013,6,58.7,69.8,1.02,2.26,108,11627.19
"11495","WA",2013,7,67.2,81.4,0.75,0.16,321,3411.75999999999
"11496","WA",2013,8,66.2,78.6,0.75,1.6,447,11972.6
"11497","WA",2013,9,59.7,69.9,2.32,5.6,284,36307.6799999999
"11498","WA",2013,10,46.1,56.6,-0.52,1.37,68,87826.01
"11499","WA",2013,11,36.7,43.6,-1.06,4.03,20,387.54
"11500","WA",2013,12,28.2,34.7,-2.23,2.94,4,455.3
"11501","WA",2014,1,34.1,39.9,-2.53,4.42,5,37.31
"11502","WA",2014,2,29.8,36.3,0.62,6.28,10,597.96
"11503","WA",2014,3,40.1,49,1.87,7.78,25,225
"11504","WA",2014,4,45.8,56.3,2.08,3.78,79,1472.7
"11505","WA",2014,5,54.3,66.2,0,2.44,51,1554.45
"11506","WA",2014,6,58.3,69.8,-0.08,1.73,183,11750.34
"11507","WA",2014,7,68.6,82.4,-0.25,0.77,386,36370.96
"11508","WA",2014,8,67.3,80,-0.25,1.47,489,32336.1699999997
"11509","WA",2014,9,59.8,72,-0.43,1.79,232,74908.7900000001
"11510","WA",2014,10,51.9,60.7,0.58,6.01,84,22316.21
"11511","WA",2014,11,36.3,43.7,0.61,6.1,17,256905.42
"11512","WA",2014,12,34.2,39.6,-0.2,6.23,2,0.31
"11513","WA",2015,1,35.1,40.6,-0.58,4.96,2,6382
"11514","WA",2015,2,40.7,48.3,-0.89,4.3,24,128.3
"11515","WA",2015,3,44.8,55,-1.09,4.32,52,928.78
"11516","WA",2015,4,45.7,57.2,-1.48,1.82,48,120.07
"11517","WA",2015,5,56,67.6,-1.86,1.51,98,71.6
"11518","WA",2015,6,65.5,79.2,-2.79,0.47,231,2899.21
"11519","WA",2015,7,68.6,82.2,-3.76,0.42,522,27965.9299999999
"11520","WA",2015,8,66.6,80.1,-3.73,1.33,337,35512.56
"11521","WA",2015,9,56.2,67.9,-3.61,1.5,158,210981.45
"11522","WA",2015,10,52.4,62.2,-3.41,4.18,94,385895.83
"11523","WA",2015,11,36,43.1,0.31,7.02,32,263992.51
"11524","WA",2015,12,32.1,37,1.91,11.42,31,10038.11
"11525","WA",2016,2,39.1,46.5,1.66,5.08,2,3.2
"11526","WA",2016,3,41.8,50.4,2.41,6.99,8,4.95
"11527","WA",2016,4,51.6,63.3,-0.93,1.6,50,63.35
"11528","WA",2016,5,55.1,66.4,-1.39,1.54,79,684.74
"11529","WA",2016,6,59.9,72.2,-1.56,1.83,192,3341.42
"11530","WA",2016,7,63.6,75.5,-1.66,1.16,297,6267.73000000003
"11531","WA",2016,8,65.9,79.7,-2.09,0.36,304,203821.070000001
"11532","WA",2016,9,56.4,68.1,-2.03,1.67,176,10918.6
"11533","WA",2016,10,47.4,54.4,2.31,10.29,60,23020.52
"11534","WA",2016,11,43,49.2,2.28,6.87,4,0.36
"11535","WA",2016,12,26.1,32.1,1.46,4.93,14,16992.2
"11536","WA",2017,1,24.8,30.9,0.59,3.64,3,2.35
"11537","WA",2017,2,31,37.7,1.47,7.17,1,0.1
"11538","WA",2017,3,39.3,46.3,2.97,8.53,1,0.1
"11539","WA",2017,4,44.2,53.2,3.66,4.88,11,32.71
"11540","WA",2017,5,53.7,65.5,0.02,2.42,46,153.01
"11541","WA",2017,6,59.5,71.5,-0.21,1.55,125,359.75
"11542","WA",2017,7,67.1,81.7,-0.84,0.04,395,51215.67
"11543","WA",2017,8,68.6,83.1,-1.68,0.14,294,41826.74
"11544","WA",2017,9,59.8,71.9,-1.98,1.35,215,5865.79000000003
"11545","WA",2017,10,46.2,56.4,0.38,5.06,103,26907.2299999999
"11546","WA",2017,11,37.7,43.4,1.21,8.86,47,42829.78
"11547","WA",2017,12,29.9,35.1,-0.54,5.09,6,1535.11
"11548","WA",2018,2,32.4,39.8,-0.14,4.39,4,3.7
"11549","WA",2018,3,38.8,47.9,-0.56,3.29,29,152.37
"11550","WA",2018,4,45.3,54.8,1.21,5.47,51,324.28
"11551","WA",2018,5,57.6,69.3,-0.82,1.08,113,816.520000000001
"11552","WA",2018,6,58.2,69.9,-1.2,1.36,225,4823.41
"11553","WA",2018,7,67.5,82,-2.06,0.17,446,118224.26
"11554","WA",2018,8,66,79.3,-2.67,0.35,346,118055.16
"11555","WA",2018,9,56.3,68.1,-2.61,1.59,225,28417.9799999999
"11556","WA",2018,10,47.4,57.5,-2.52,3.65,104,7889.43000000001
"11557","WA",2018,11,38.6,45.3,-2.57,5.21,43,5749.53000000001
"11558","WA",2018,12,33.1,38.4,-2.21,7.02,6,4.23
"11559","WV",1992,1,32.1,41.9,-0.53,2.12,15,161.8
"11560","WV",1992,2,37.2,46.9,-0.66,2.88,115,1406.6
"11561","WV",1992,3,40.8,50.8,-0.37,4.45,175,1844.95
"11562","WV",1992,4,50.8,62,-0.67,2.89,151,1713.2
"11563","WV",1992,5,57.6,69.4,-0.46,4.14,52,728.4
"11564","WV",1992,7,72.1,82.1,0.79,6.46,1,0.1
"11565","WV",1992,8,67.6,77.8,0.97,4.17,4,3.3
"11566","WV",1992,9,64.2,75.4,-0.2,2.49,2,0.2
"11567","WV",1992,10,50.7,64,-0.76,1.12,87,250
"11568","WV",1992,11,43.9,52.1,-0.77,3.12,86,1268.05
"11569","WV",1992,12,33.6,41.2,-0.33,3.95,6,137.8
"11570","WV",1993,1,36.3,44.4,-0.89,2.2,77,667.3
"11571","WV",1993,2,30.9,41,-0.92,2.73,247,2630.2
"11572","WV",1993,3,37.8,46.5,1.26,6.48,8,6.1
"11573","WV",1993,4,50.2,62.9,1.23,3.81,210,1865.9
"11574","WV",1993,5,60.8,74.1,-0.74,2.44,46,225.5
"11575","WV",1993,6,67.6,79.8,-0.86,3.74,12,3.5
"11576","WV",1993,7,74.6,86.4,-1.94,2.85,27,28.9
"11577","WV",1993,8,72.3,84.1,-2.55,3.14,17,11.1
"11578","WV",1993,9,64.6,75.3,0.85,5.67,15,17.4
"11579","WV",1993,10,51.6,63.8,0.89,3.19,53,1334.9
"11580","WV",1993,11,43,53.4,1.28,4.03,107,2607.7
"11581","WV",1993,12,32.7,40.1,1.56,4.03,17,35.3
"11582","WV",1994,2,33.9,44.4,3.35,5.43,76,758.5
"11583","WV",1994,3,40.5,51,4.52,7.29,100,1198.6
"11584","WV",1994,4,54.7,69,3.91,3.8,227,4590.90000000001
"11585","WV",1994,5,55.4,68.1,3.84,4.34,14,14
"11586","WV",1994,6,70.7,83,3.03,3.57,14,230.7
"11587","WV",1994,7,72.7,83.1,3.02,5.64,10,9.2
"11588","WV",1994,8,68.9,79.3,3.5,5.62,1,0.1
"11589","WV",1994,9,62.1,73.5,-0.27,2.12,1,0.1
"11590","WV",1994,10,52.2,66.2,-0.91,1.08,151,3335.3
"11591","WV",1994,11,47.8,60.5,-1.4,2.44,346,39572.2
"11592","WV",1994,12,38.6,48.4,-1.67,2.58,63,1197.2
"11593","WV",1995,1,32.4,40.2,-0.66,5.14,10,103.6
"11594","WV",1995,2,30,40,-0.8,2.55,48,224.8
"11595","WV",1995,3,44.3,56.6,-1.64,2.23,484,10148.2
"11596","WV",1995,4,51,64.4,-2.06,2.37,510,30187.7
"11597","WV",1995,5,59.2,70.9,0.91,6.25,10,34.1
"11598","WV",1995,6,68.7,79.6,1.53,5.79,1,0.5
"11599","WV",1995,7,73.1,84.7,-0.93,2.88,13,14.2
"11600","WV",1995,8,74.9,86,-1.46,3.56,19,72.9
"11601","WV",1995,9,62.6,74.4,-1.62,2.75,45,147.7
"11602","WV",1995,10,55,68.2,0.16,4.06,34,107.5
"11603","WV",1995,11,38.2,47.4,0.5,3.81,51,488.1
"11604","WV",1995,12,29.5,37.9,0.26,2.67,11,54.2
"11605","WV",1996,1,29.5,38.6,1.49,6.01,2,7.1
"11606","WV",1996,2,31.9,41.4,1.55,3.42,29,98
"11607","WV",1996,3,36.2,47.2,1.78,4.43,122,543.2
"11608","WV",1996,4,50.6,63.3,1.5,3.39,320,3620.6
"11609","WV",1996,5,60.6,72.1,3.27,8.92,29,21.9
"11610","WV",1996,6,69.4,81,2.83,4.08,1,0.1
"11611","WV",1996,7,69.3,80.1,3.82,7.11,2,0.4
"11612","WV",1996,8,70,80.5,3.77,4.65,3,1.2
"11613","WV",1996,9,63.2,72.9,5.25,6.77,1,1
"11614","WV",1996,10,53.5,64.9,4.86,2.76,70,598.2
"11615","WV",1996,11,37.2,46,5.14,3.96,66,940.1
"11616","WV",1996,12,37.5,47,4.75,3.67,6,26.7
"11617","WV",1997,1,30.7,40.5,3.8,2.27,9,30.3
"11618","WV",1997,2,38.4,47.8,2.71,1.9,132,1072.7
"11619","WV",1997,3,44.6,55.8,3.69,7.13,144,1549.95
"11620","WV",1997,4,46.7,59.1,2.82,2.08,265,4101.8
"11621","WV",1997,5,54.8,68.1,2.84,4.2,61,118
"11622","WV",1997,6,66.8,78.1,2.69,4.29,2,0.6
"11623","WV",1997,7,71.8,83.3,2.27,4.36,9,75.2
"11624","WV",1997,8,68.4,79.4,2.19,4.15,1,2
"11625","WV",1997,9,62.5,74.1,1.99,2.98,3,0.8
"11626","WV",1997,10,52.6,65.1,1.14,1.28,51,186.8
"11627","WV",1997,11,39.7,47.8,1.3,3.79,21,301.2
"11628","WV",1997,12,34.8,42.5,0.98,2.8,17,95.2
"11629","WV",1998,1,37.6,45.3,1.5,4.93,7,13.5
"11630","WV",1998,2,39,46.5,1.85,4.4,18,38.6
"11631","WV",1998,3,42.6,52.1,1.62,4.03,304,7024.51
"11632","WV",1998,4,52.4,65.4,1.99,5.05,162,2750.7
"11633","WV",1998,5,63.4,74.7,2.01,5.15,14,3.4
"11634","WV",1998,6,68,78,3.75,8.43,1,0.1
"11635","WV",1998,7,71.6,82.6,-0.73,3.08,2,0.3
"11636","WV",1998,8,71.6,83.3,-1.24,3.13,8,6.1
"11637","WV",1998,9,67.7,81.1,-2.02,2.01,41,60.9
"11638","WV",1998,10,54.4,66.9,-2.72,1.68,73,557.8
"11639","WV",1998,11,44,55.8,-3.81,1.45,265,5653
"11640","WV",1998,12,38.4,48.6,-4.18,2.77,110,4458.3
"11641","WV",1999,1,34.5,44.3,-2.93,5.58,52,508.9
"11642","WV",1999,2,36.3,46.6,-3.03,2.37,102,576
"11643","WV",1999,3,36.8,48,-2.55,3.98,389,6004.6
"11644","WV",1999,4,54.3,67.5,-2.77,2.99,405,10669.2
"11645","WV",1999,5,60.8,75.6,-3.08,2.79,115,1711.1
"11646","WV",1999,6,69.3,81.9,-3.96,1.73,89,662.100000000001
"11647","WV",1999,7,75.3,87.6,-4.67,3.45,124,364.5
"11648","WV",1999,8,70.4,82.9,-4.81,3.39,74,133
"11649","WV",1999,9,63.3,76.9,-4.55,3.28,53,146.3
"11650","WV",1999,10,52.3,65.3,-4.27,3.3,58,409.9
"11651","WV",1999,11,47.6,60,-4.3,3.38,442,80668.75
"11652","WV",1999,12,35.4,45.6,-4.19,2.74,44,1430.1
"11653","WV",2000,1,29.5,40,-4.35,1.99,75,744.6
"11654","WV",2000,2,39,49.4,-3.6,4,119,2874.1
"11655","WV",2000,3,46.1,58.9,-3.91,2.98,382,9718.80000000001
"11656","WV",2000,4,51,63.1,0.31,4.37,183,3847.9
"11657","WV",2000,5,62.9,76.3,0.14,4.19,122,4241.9
"11658","WV",2000,6,69.8,80.9,0.65,5.53,14,13.1
"11659","WV",2000,7,69,79.4,1.08,5.32,1,3
"11660","WV",2000,8,69.5,79.2,1.44,4.85,1,0.3
"11661","WV",2000,9,63.3,73.9,2.05,4.42,1,0.1
"11662","WV",2000,10,55.2,68.6,-0.75,0.87,86,1918.5
"11663","WV",2000,11,40.4,50.5,-1.17,1.82,115,27033.4
"11664","WV",2000,12,25.6,34.6,-1.42,2.25,7,5.6
"11665","WV",2001,1,29.4,38.6,-1.58,2.6,29,361.8
"11666","WV",2001,2,38,48.4,-1.98,2.16,200,1829
"11667","WV",2001,3,37.3,46.8,-1.83,3.52,183,1301.1
"11668","WV",2001,4,54.6,68.1,-2.47,2.26,337,4799.6
"11669","WV",2001,5,61,73.5,0.91,6.49,98,1391.6
"11670","WV",2001,6,67.8,79.7,0.85,4.18,5,8.5
"11671","WV",2001,7,69.4,80.5,2.28,7.6,4,17.3
"11672","WV",2001,8,72.5,82.8,-0.37,3.41,5,3.4
"11673","WV",2001,9,62.2,74,-0.55,2.49,13,29.7
"11674","WV",2001,10,52.3,66,-1.21,1.28,330,16494.1
"11675","WV",2001,11,47.9,62.6,-2.32,1.27,502,67380.8
"11676","WV",2001,12,39.9,49.8,-2.79,2.6,39,1652.7
"11677","WV",2002,1,35,44.7,-2.66,3.09,61,315.2
"11678","WV",2002,2,36.7,48.7,-3.47,1,256,2757.4
"11679","WV",2002,3,42.8,54.6,0.41,5.05,287,4178.5
"11680","WV",2002,4,54.1,66.6,1.25,6.03,176,2358.7
"11681","WV",2002,5,57.9,71.1,1.62,5.07,22,19.1
"11682","WV",2002,6,70,81.9,1.46,4.41,3,0.5
"11683","WV",2002,7,73.6,84,1.36,5.09,9,37.9
"11684","WV",2002,8,72.8,84.6,0.09,1.9,36,45.7
"11685","WV",2002,9,67.5,80.5,0.01,3.87,98,553.8
"11686","WV",2002,10,54.5,63,0.82,5.48,7,117.7
"11687","WV",2002,11,41.2,49.5,1.43,4.13,14,32.9
"11688","WV",2002,12,32.7,40.7,1.44,3.44,22,385
"11689","WV",2003,1,25.5,33.3,0.9,2.42,11,26.5
"11690","WV",2003,2,30.5,37.4,2.4,6.23,2,0.3
"11691","WV",2003,3,45,57.1,1.11,2.06,247,2778.1
"11692","WV",2003,4,53.4,65.9,0.93,3.8,211,2460.2
"11693","WV",2003,5,59.8,69.4,2.12,7.25,12,27.8
"11694","WV",2003,7,71.2,81.5,3.49,5.85,5,0.8
"11695","WV",2003,9,63.6,73.4,5.07,6.69,1,0.1
"11696","WV",2003,10,51.9,63.7,4.89,3.04,52,541.4
"11697","WV",2003,11,47.8,59.3,6,6.68,92,2511.75
"11698","WV",2003,12,32.8,41.1,5.54,3.45,7,33.3
"11699","WV",2004,1,27.5,36.4,4.99,3.32,4,13
"11700","WV",2004,2,32.8,43.1,4.42,2.88,174,1244.5
"11701","WV",2004,3,44.8,56.2,3.75,3.88,159,2157
"11702","WV",2004,4,52,63.3,4.13,5.51,135,1115.6
"11703","WV",2004,5,65.9,78.2,4.35,6.53,10,13.3
"11704","WV",2004,7,71.1,81,3.6,4.32,2,0.2
"11705","WV",2004,8,68.8,79.4,3.34,4.06,7,5.3
"11706","WV",2004,9,65.6,76.4,4.97,7.46,2,0.4
"11707","WV",2004,10,55.2,65.6,4.87,3.53,15,57.2
"11708","WV",2004,11,46.9,56.3,4.76,3.84,95,1467.7
"11709","WV",2004,12,34.4,44.1,4.25,3.14,11,23.1
"11710","WV",2005,1,34.5,43.3,4.09,3.98,5,34.5
"11711","WV",2005,2,36,45.6,-0.41,2.34,21,34.4
"11712","WV",2005,3,37.6,46.9,-0.11,4.24,79,267.4
"11713","WV",2005,4,53.1,66.4,-0.04,4.06,334,6193.3
"11714","WV",2005,5,56.3,69.5,-0.16,3.34,40,235
"11715","WV",2005,6,70.3,82,-1.21,2.08,15,4.8
"11716","WV",2005,7,74.1,84.2,-1.01,5.63,8,7.9
"11717","WV",2005,8,73.8,84,-1.04,4.54,15,9.3
"11718","WV",2005,9,67.3,80.1,-2.31,0.91,25,48.4
"11719","WV",2005,10,55.1,65.2,-1.97,4.19,20,22.1
"11720","WV",2005,11,45,57.5,-1.74,3.88,169,8072.4
"11721","WV",2005,12,30,38.1,-1.73,2.7,27,464.7
"11722","WV",2006,3,41.2,51.8,-2.84,1.92,6,5.3
"11723","WV",2006,4,55.7,69.7,-2.36,4.66,2,2
"11724","WV",2006,5,57.7,70.5,-2.57,2.72,1,0.75
"11725","WV",2006,10,51,61.6,2.33,5.45,1,0.25
"11726","WV",2006,12,39.4,50.9,-0.74,1.83,1,0.1
"11727","WV",2007,2,24.2,33.9,-0.83,2.47,1,0.5
"11728","WV",2007,3,46.5,58.9,-1,3.96,4,10.5
"11729","WV",2007,4,49.6,60.8,-0.4,4.62,4,1.3
"11730","WV",2007,5,62.9,77.2,-1.38,2.03,3,4.5
"11731","WV",2007,6,69.2,81.9,-1.66,3.58,1,0.1
"11732","WV",2007,8,75,86.7,-1.88,3.46,1,0.1
